CustomerID,Recency,Frequency,Monetary,AverageOrderValue,BasketSize,ProductDiversity,TotalQuantity
12346,2.217741935483871,-0.3690702464285425,2.8138657626793147,6.366691252044456,5.728871414718263,-1.8971974586364584,2.8943304098499016
12347,-0.3951612903225806,0.8927892607143724,1.103829756856379,0.8503002691322373,0.7259639619757352,0.6963407327283544,1.025605119767763
12348,0.1935483870967742,0.46497352071792725,0.5855718552058449,0.49111634496362966,1.2025495483678337,-0.294076830311663,0.9988679891180785
12349,-0.25806451612903225,-0.3690702464285425,0.572342891957362,2.047165520148482,1.2728082827715457,0.4729558853056715,0.28045657019346737
12350,2.088709677419355,-0.3690702464285425,-0.409759398479573,0.1546057027552405,0.18762699304250244,-0.4549716021223997,-0.35609791759454207
12352,-0.12096774193548387,1.0000000000000004,0.7825317890592259,0.08024388284731235,-0.8116624052990571,0.33529841708688485,0.19111727166594494
12353,1.2338709677419355,-0.3690702464285425,-1.1895005332218866,-1.3479941322633435,-1.9102730025946064,-1.2957577154149436,-1.5867012000070941
12354,1.4596774193548387,-0.3690702464285425,0.2835909022248276,1.490726116349706,1.1099992821384537,0.32426647212349746,0.18495473931399056
12355,1.314516129032258,-0.3690702464285425,-0.2220000963535473,0.5164271891784329,0.3713823471546133,-0.6199306920217057,-0.24830920392777298
12356,-0.22580645161290322,0.261859507142915,0.8506634800445001,1.3294597363442193,1.1105801747680735,0.26614132613462993,0.7871548040750288
12357,-0.14516129032258066,-0.3690702464285425,1.3200429194317713,3.488020552501914,2.633648998976445,0.8528302177072677,1.078709611656401
12358,-0.3951612903225806,0.0,0.33033851062282976,0.790064690210211,-0.2424290905347714,-0.6199306920217057,-0.23039872723978336
12359,0.056451612903225805,0.46497352071792725,1.3297353107528722,1.9237969021710162,0.8526824697142737,1.1730386535721795,0.7933211856850366
12360,0.008064516129032258,0.261859507142915,0.8183165502913161,1.2671708972890825,0.8198364957752902,0.7088436874058237,0.6163579005592051
12361,1.903225806451613,-0.3690702464285425,-0.7438051501625498,-0.4891170264982039,-0.5290299516008953,-0.7782259147945606,-0.7764803906752412
12362,-0.3870967741935484,1.1826583386441385,1.2180551815470193,0.6633966066290582,0.302568808232977,1.132099686940884,0.9719914501027512
12363,0.47580645161290325,0.0,-0.11337551801602967,-0.06390724397608491,0.2201116312750147,-0.26614132613462965,0.041781077666441124
12364,-0.3467741935483871,0.46497352071792725,0.3996591589496013,0.13357136306589773,0.7909854562937585,0.44579123884979943,0.7570607333035799
12365,1.935483870967742,0.0,-0.024571915976138083,0.10693479418778443,-0.5705923258548772,-0.294076830311663,-0.4238222897241578
12367,-0.3790322580645161,-0.3690702464285425,-0.8128814102048283,-0.6222304051806431,0.06681409314411456,-0.7211129282570293,-0.4269653333350073
12370,0.0,0.46497352071792725,0.9875289571616627,1.2647639709175271,1.206925218605646,0.9099432042447994,1.0014379855991449
12371,-0.04838709677419355,0.0,0.6147447087712408,1.3377574379835857,0.5651612528502146,0.3776605519755395,0.2445967676053697
12372,0.1693548387096774,0.261859507142915,0.3928270936227619,0.4481356001264339,0.46250552845452797,-0.018490948800191247,0.406302119593137
12373,2.096774193548387,-0.3690702464285425,-0.3586568295414945,0.2530828873413259,0.18762699304250244,-0.5746447871579142,-0.35609791759454207
12374,-0.20967741935483872,-0.3690702464285425,0.062420837919396774,1.0645204343239432,0.7013749938752126,-0.03751794113701573,-0.054739426974200825
12375,-0.3225806451612903,0.0,-0.22445125192581694,-0.27753082780508526,-0.5495802176400305,-0.5746447871579142,-0.41142719474478634
12377,2.129032258064516,0.0,0.5270291204958059,1.1688215389631744,1.001851042315722,0.46402533565135884,0.501099421161202
12378,0.6370967741935484,-0.3690702464285425,1.060872782898064,2.9885868468195924,2.5697321920601572,1.1881286347941526,1.0412167699784896
12379,0.25,0.0,0.14368014559528208,0.4307260404195561,0.21782835916179086,0.06915709095225524,0.04043845861379404
12380,-0.23387096774193547,0.46497352071792725,0.8321210464830068,0.9655771298920511,0.5207636415022358,0.5075104567405846,0.5981858240612407
12381,-0.3709677419354839,0.6309297535714576,0.601208382354044,0.2669326023190361,0.0034565638838763065,0.44579123884979943,0.4158764706161023
12383,1.0806451612903225,0.6309297535714576,0.6028914162547436,0.27016890815516953,0.5989171764046408,0.563921802084499,0.7664425080045563
12384,-0.1774193548387097,0.0,-0.07874694861935108,0.0027261679691930546,-0.8683463943068197,-0.18883027598776975,-0.5996578302255479
12386,2.314516129032258,0.0,-0.3010742326662666,-0.4248441269367406,0.08806499575834878,-0.7782259147945606,-0.03587935865267706
12388,-0.28225806451612906,0.7712437491614224,0.844142883418087,0.5264063798699263,0.3855133964487619,0.3130459377969022,0.7408088891710448
12390,0.23387096774193547,-0.3690702464285425,-0.1156952247640905,0.7212819485272235,0.7308896226897633,-0.057112986537531274,-0.037426495388372776
12391,-0.23387096774193547,-0.3690702464285425,-0.24797463475428957,0.4663729655692892,0.5572441905965582,0.6229625000637693,-0.1392848485769142
12393,0.1693548387096774,0.46497352071792725,0.5102316708148815,0.3461898916578598,0.2201116312750147,0.18883027598776975,0.4212734106867315
12394,0.10483870967741936,0.0,0.38104828706715393,0.8877048969258234,0.8693434233083005,-0.18883027598776975,0.4232836497451879
12395,-0.25806451612903225,1.334717519472793,0.8927977526725215,-0.1694573279991399,0.08543489707411636,0.6158663739331364,0.9439885799096386
12397,-0.12096774193548387,0.0,0.7593545803329548,1.6162969855722498,1.2735477050842763,0.7390972114403014,0.6606198019018353
12398,-0.04032258064516129,-0.3690702464285425,0.5297660908951877,1.9651179130631065,2.0131037403503353,0.5715989103506647,0.7147051149030055
12399,0.5483870967741935,0.46497352071792725,0.2994246081001437,-0.059133949221199605,0.5620024678670493,0.18883027598776975,0.6224389649182713
12401,2.032258064516129,-0.3690702464285425,-1.2212915885531226,-1.409257072446137,-2.4335134653219503,-1.176084530379429,-1.8936278563121702
12402,2.193548387096774,-0.3690702464285425,-0.6421899908003792,-0.29329957518028144,-0.4990273946394304,-0.7211129282570293,-0.7588812462191988
12403,-0.008064516129032258,-0.3690702464285425,-0.26428425444730874,0.43494351960573185,-0.4795475345165371,-1.176084530379429,-0.7474545910602193
12405,0.7903225806451613,-0.3690702464285425,0.5562303715071242,2.0161158942001705,1.5586513689278143,0.2781854305493539,0.4481287379852465
12406,-0.23387096774193547,0.0,0.9659543974841489,2.0142856996015213,1.6136672050118754,0.6229625000637693,0.8602621730834911
12407,-0.008064516129032258,0.6309297535714576,0.5554436519173187,0.17893272252927517,0.5255462578927629,0.3130459377969022,0.7232871615559967
12408,-0.14516129032258066,0.6309297535714576,0.8666978803970918,0.7776583643255462,0.5209289671972503,0.540336560358705,0.7205710489913384
12409,0.22580645161290322,0.261859507142915,1.6630088594598083,2.8942879281446063,2.2777178310924096,0.6158663739331364,1.4722725230842308
12410,2.0806451612903225,0.0,0.021522897429433484,0.1956125196026212,-0.392186788222483,-0.18883027598776975,-0.318627571747692
12412,0.1935483870967742,0.261859507142915,0.3594349579115923,0.38388905179173494,0.502666743536608,0.13171728945023847,0.42993172640468696
12413,0.12903225806451613,0.261859507142915,0.07438597248385297,-0.16426799727060598,-0.4860281857344866,-0.11967318503551452,-0.15250138229656954
12414,1.3387096774193548,0.261859507142915,-0.10232138956398223,-0.5037498127164333,-0.44176463776068475,-0.4924895432594154,-0.1263793211650616
12415,-0.21774193548387097,1.813588092215596,3.099227074226536,3.4392805817976115,2.9214616676000107,1.650517098589422,2.917192384100999
12417,-0.3870967741935484,1.095903274289385,1.0051908510043697,0.3740956207695468,0.06380004666577734,0.9749850135404536,0.773551610896007
12418,0.5,-0.3690702464285425,8.852357112174817e-06,0.9442494430544326,0.8636317411255132,-0.018490948800191247,0.04043845861379404
12420,0.10483870967741936,-0.3690702464285425,-0.06365421058881696,0.8215675636240954,0.7095172758013331,-0.11967318503551452,-0.04996326086263687
